Número documento GEDO;Dependencia receptora;Orden de compra;N° Contratación / Licitación;Resolución Aprobatoria;Expediente;Entidad Proveedora;Cuit Proveedor;Remito n°;Fecha de remito;Fecha de recepción;Renglon;Cantidad;Detalle;Unidad;Observaciones
ACTA-2021-119759509-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;10/12/2020;2;36000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-119760441-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;10/12/2020;2;12000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-119761874-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;06/11/2020;2;13000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - DENTRO
ACTA-2021-119762687-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/11/2020;4;12000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119762995-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/11/2020;4;12000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119763207-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;17/11/2020;4;13000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119767145-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;17/11/2020;4;12000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119769759-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;20/11/2020;4;13000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119770034-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;10/12/2020;2;36000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-119770872-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;04/12/2020;2;26000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-119771048-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;17/12/2020;4;24000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-119771330-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;18/12/2020;4;24000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-119771616-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;03/12/2020;2;24000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - DENTRO
ACTA-2021-119771728-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;26/03/2021;4;24000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-119773371-APN-SGA#MS;Dirección de Coberturas de Medicamentos Especiales y de Alto Precio;80-1098-OC20;Licitación Pública N° 80-0017-LPU19;RESOL-2020-1429-APN-MS;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;26/03/2021;4;13000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-120106471-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2021_106668797_APN_DGA#MS;-;-;EX-2021-100927272-APN-DD#MS;DROGUERIA VISNA S.A.;30714889393;200005925;;06/12/2021;1;2;GOSERELINA 3,6 MG. (ZOLADEX);AMPOLLA;TOTAL / DENTRO (Plazo de Entrega: NO_2021_117690336_APN_DGA#MS) / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-121191062-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;08/01/2020;4;13000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121191572-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;16/01/2020;3;6500;"Nombre genérico: Factor VIII derivado de plasma humano por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-121191572-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;16/01/2020;4;13000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-121192193-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;30/01/2020;4;13000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121428038-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;21/02/2020;3;36000;"Nombre genérico: Factor VIII derivado de plasma humano por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121429151-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;03/04/2020;4;13000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-121429443-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;10/04/2020;2;24000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121429855-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;10/04/2020;4;24000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-121429973-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;23/04/2020;2;12000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121430070-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;23/04/2020;2;8000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121430187-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;23/04/2020;4;13000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121430284-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;22/05/2020;4;13000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121431281-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;15/05/2020;2;24000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121431394-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;27/05/2020;4;16000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - FUERA
ACTA-2021-121832188-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/06/2020;1;6000;"Nombre genérico: Factor VIII de coagulación recombinante por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121832188-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/06/2020;2;12000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";12000;PARCIAL - FUERA
ACTA-2021-121832931-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/06/2020;1;6000;"Nombre genérico: Factor VIII de coagulación recombinante por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121832931-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;13/06/2020;2;12000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121833939-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;14/06/2020;4;8000;"Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
ACTA-2021-121834903-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;25/06/2020;1;4000;"Nombre genérico: Factor VIII de coagulación recombinante por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121834903-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;25/06/2020;2;8000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-121837377-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO-2021-106673173-APN-DGA#MS;-;-;EX-2021-100862837-APN-DD#MS;DROGUERIA DISVAL SRL;30604075269;1500013842;;13/12/2021;1;6;BUROSUMAB 20 MG (CRYZVITA);VIALES;
ACTA-2021-121837377-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO-2021-106673173-APN-DGA#MS;-;-;EX-2021-100862837-APN-DD#MS;DROGUERIA DISVAL SRL;30604075269;1500013842;;13/12/2021;2;6;BUROSUMAB 30 MG (CRYZVITA);VIALES;TOTAL / DENTRO (Plazo de Entrega: NO_2021_114709514_APN_DGA#MS y NO_2021_119341009_APN_DGA#MS) / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-121838128-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2021_119341375_APN_DGA#MS;-;-;EX-2021-112058835-APN-DD#MS;MICROSULES ARGENTINA S.A.;30519887335;50600003041;;13/12/2021;1;1;LETROZOL 2,5 MG. PRES. ENVASE X 30 UNID.;ENVASE;TOTAL / DENTRO (Plazo de Entrega: NO_2021_119758374_APN_DGA#MS) / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-121838940-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2021_119341178_APN_DGA#MS;-;-;EX-2021-112058835-APN-DD#MS;DNM FARMA S.A.;30710138474;3150105;;13/12/2021;1;1;GOSERELINA 3,6 MG. (ZOLADEX);AMPOLLA;TOTAL / DENTRO (Plazo de Entrega: NO_2021_119758374_APN_DGA#MS) / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-121839618-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2021_119341550_APN_DGA#MS;-;-;EX-2021-112058835-APN-DD#MS;PFIZER S.R.L.;30503518518;26228033;;13/12/2021;1;1;PALBOCICLIB 125 MG. (Ibrance), PRES. ENVASE x 21 UNID.;ENVASE;TOTAL / DENTRO (Plazo de Entrega: NO_2021_119758374_APN_DGA#MS) / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-121840165-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2021_119341662_APN_DGA#MS;-;-;EX-2021-115680802-APN-DD#MS;TAKEDA ARGENTINA S.A.;30708282150;1200004766;;13/12/2021;1;46;IDURSULFASA 6 MG/ 3 ML (ELAPRASE);VIALES;TOTAL / DENTRO / LUGAR DE ENTREGA: Banco de Drogas Especiales (GLN: 9992029900007), sito en Ramón Carrillo 489, 2º Piso, CABA
ACTA-2021-122826014-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;23/07/2020;2;24000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-122837684-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;24/07/2020;2;8000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-122838911-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;06/08/2020;1;4000;"Nombre genérico: Factor VIII de coagulación recombinante por 500 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-122838911-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;06/08/2020;2;8000;"Nombre genérico: Factor VIII de coagulación recombinante por 1.000 Unidades Internacionales, con polvo liofilizado
y disolvente para solución inyectable; Nombre comercial: ADVATE.";U.I.;PARCIAL - FUERA
ACTA-2021-122839378-APN-SGA#MS;DIRECCIÓN DE COBERTURAS DE MEDICAMENTOS ESPECIALES Y DE ALTO PRECIO;80-1139-OC19;Licitación Pública N° 80-0017-LPU19;ACTO-2019-81501124-APN-JGM;EX-2019-58228145-APN-DCYCMS#MSYDS;SHIRE HUMAN GENETIC THERAPIES SA;30708282150;1,032E+11;;28/07/2020;4;13000;"Nombre genérico: Factor VIII derivado de plasma humano por 1.000 Unidades Internacionales, con polvo liofilizado y
disolvente para solución inyectable; Nombre comercial: HEMOFIL M.";U.I.;PARCIAL - DENTRO
